4
1,0,10,0,16,6,0
1,0,25,0,16,6,1
2,0,17,0,14,16,0
2,0,14,0,14,16,1
3,0,28,0,16,5,0
3,0,26,0,16,5,1
4,0,28,0,16,3,0
4,0,21,0,16,3,1
5,3,37,0,14,11,0
5,3,28,0,14,11,1
6,1,40,0,16,17,0
6,1,15,0,16,17,1
7,3,20,0,16,17,0
7,3,14,0,16,17,1
8,2,11,0,16,5,0
8,2,3,0,16,5,1
9,1,40,0,14,17,0
9,1,27,0,14,17,1
10,2,22,0,14,7,0
10,2,32,0,14,7,1
11,3,24,0,16,5,0
11,3,35,0,16,5,1
12,1,18,0,16,14,0
12,1,20,0,16,14,1
13,3,18,0,16,8,0
13,3,33,0,16,8,1
14,0,31,0,14,10,0
14,0,13,0,14,10,1
15,2,10,0,16,7,0
15,2,5,0,16,7,1
16,0,34,0,16,16,0
16,0,28,0,16,16,1
17,3,20,0,16,15,0
17,3,9,0,16,15,1
18,1,17,0,16,5,0
18,1,2,0,16,5,1
19,0,16,0,16,4,0
19,0,0,0,16,4,1
20,0,31,0,14,13,0
20,0,40,0,14,13,1
21,2,24,0,16,5,0
21,2,33,0,16,5,1
22,2,26,0,16,5,0
22,2,10,0,16,5,1
23,1,10,0,16,14,0
23,1,39,0,16,14,1
24,0,13,0,16,16,0
24,0,6,0,16,16,1
25,2,16,0,14,11,0
25,2,17,0,14,11,1
26,0,10,0,16,14,0
26,0,37,0,16,14,1
27,2,20,0,14,0,0
27,2,26,0,14,0,1
28,1,19,0,14,0,0
28,1,9,0,14,0,1
29,2,0,0,16,15,0
29,2,8,0,16,15,1
30,3,20,0,14,19,0
30,3,28,0,14,19,1
31,1,6,0,16,0,0
31,1,27,0,16,0,1
32,2,21,0,14,18,0
32,2,1,0,14,18,1
33,3,17,0,16,2,0
33,3,34,0,16,2,1
34,3,33,0,14,6,0
34,3,26,0,14,6,1
35,2,33,0,14,8,0
35,2,2,0,14,8,1
36,3,8,0,16,17,0
36,3,9,0,16,17,1
37,1,38,0,16,9,0
37,1,11,0,16,9,1
38,1,23,0,14,18,0
38,1,19,0,14,18,1
39,0,21,0,14,10,0
39,0,0,0,14,10,1
40,2,28,0,14,6,0
40,2,26,0,14,6,1
41,0,7,0,16,6,0
41,0,0,0,16,6,1
42,2,16,0,14,3,0
42,2,14,0,14,3,1
43,2,13,0,16,2,0
43,2,12,0,16,2,1
44,3,39,0,14,0,0
44,3,35,0,14,0,1
45,0,40,0,16,4,0
45,0,12,0,16,4,1
46,0,2,0,16,16,0
46,0,40,0,16,16,1
47,2,23,0,16,0,0
47,2,40,0,16,0,1
48,2,23,0,14,7,0
48,2,31,0,14,7,1
49,0,9,0,14,16,0
49,0,21,0,14,16,1
50,1,10,0,16,6,0
50,1,24,0,16,6,1
51,2,26,0,14,16,0
51,2,4,0,14,16,1
52,0,7,0,16,11,0
52,0,6,0,16,11,1
53,0,23,0,14,4,0
53,0,5,0,14,4,1
54,1,1,0,14,6,0
54,1,30,0,14,6,1
55,0,26,0,16,15,0
55,0,39,0,16,15,1
56,1,15,0,16,1,0
56,1,30,0,16,1,1
57,2,28,0,16,16,0
57,2,10,0,16,16,1
58,0,22,0,16,17,0
58,0,1,0,16,17,1
59,3,6,0,14,8,0
59,3,13,0,14,8,1
60,3,22,0,14,15,0
60,3,18,0,14,15,1
61,1,8,0,16,0,0
61,1,25,0,16,0,1
62,0,31,0,16,19,0
62,0,10,0,16,19,1
63,2,25,0,14,19,0
63,2,39,0,14,19,1
64,3,18,0,16,10,0
64,3,13,0,16,10,1
65,3,10,0,16,3,0
65,3,22,0,16,3,1
66,0,27,0,16,12,0
66,0,22,0,16,12,1
67,2,29,0,14,13,0
67,2,23,0,14,13,1
68,1,35,0,16,18,0
68,1,40,0,16,18,1
69,3,28,0,14,17,0
69,3,20,0,14,17,1
70,2,29,0,14,5,0
70,2,24,0,14,5,1
71,1,10,0,14,15,0
71,1,13,0,14,15,1
72,0,13,0,14,3,0
72,0,17,0,14,3,1
73,1,39,0,16,10,0
73,1,13,0,16,10,1
74,3,14,0,16,7,0
74,3,17,0,16,7,1
75,1,2,0,14,13,0
75,1,30,0,14,13,1
76,2,6,0,16,14,0
76,2,1,0,16,14,1
77,3,24,0,16,1,0
77,3,3,0,16,1,1
78,0,35,0,16,17,0
78,0,29,0,16,17,1
79,3,5,0,14,18,0
79,3,3,0,14,18,1
80,3,11,0,14,12,0
80,3,7,0,14,12,1
81,2,12,0,14,3,0
81,2,34,0,14,3,1
82,3,2,0,14,1,0
82,3,0,0,14,1,1
83,3,11,0,16,18,0
83,3,4,0,16,18,1
84,0,28,0,14,5,0
84,0,4,0,14,5,1
85,0,39,0,16,19,0
85,0,24,0,16,19,1
86,1,6,0,16,2,0
86,1,1,0,16,2,1
87,2,23,0,14,7,0
87,2,12,0,14,7,1
88,0,38,0,14,2,0
88,0,16,0,14,2,1
89,1,19,0,16,17,0
89,1,23,0,16,17,1
90,1,4,0,16,17,0
90,1,35,0,16,17,1
91,3,1,0,16,0,0
91,3,6,0,16,0,1
92,0,32,0,16,18,0
92,0,34,0,16,18,1
93,3,38,0,16,3,0
93,3,16,0,16,3,1
94,0,19,0,16,11,0
94,0,34,0,16,11,1
