4
1,1,0,0,16,18,0
1,1,33,0,16,18,1
2,1,1,0,16,17,0
2,1,38,0,16,17,1
3,1,1,0,16,17,0
3,1,7,0,16,17,1
4,1,0,0,14,16,0
4,1,0,0,14,16,1
5,1,1,0,16,0,0
5,1,9,0,16,0,1
6,1,1,0,16,5,0
6,1,14,0,16,5,1
7,1,1,0,14,2,0
7,1,13,0,14,2,1
8,1,1,0,14,10,0
8,1,3,0,14,10,1
9,1,0,0,14,1,0
9,1,14,0,14,1,1
10,1,1,0,14,2,0
10,1,1,0,14,2,1
11,1,1,0,16,9,0
11,1,16,0,16,9,1
12,1,0,0,16,8,0
12,1,32,0,16,8,1
13,1,1,0,14,0,0
13,1,24,0,14,0,1
14,1,0,0,16,16,0
14,1,30,0,16,16,1
15,1,0,0,14,5,0
15,1,8,0,14,5,1
16,1,0,0,16,10,0
16,1,21,0,16,10,1
17,1,1,0,16,10,0
17,1,8,0,16,10,1
18,1,0,0,16,3,0
18,1,12,0,16,3,1
19,1,1,0,14,2,0
19,1,14,0,14,2,1
20,1,1,0,14,15,0
20,1,20,0,14,15,1
21,1,0,0,14,11,0
21,1,25,0,14,11,1
22,1,0,0,16,13,0
22,1,18,0,16,13,1
23,1,1,0,14,12,0
23,1,5,0,14,12,1
24,1,1,0,14,12,0
24,1,1,0,14,12,1
25,1,1,0,16,3,0
25,1,1,0,16,3,1
26,1,0,0,14,19,0
26,1,17,0,14,19,1
27,1,0,0,16,9,0
27,1,34,0,16,9,1
28,1,0,0,16,12,0
28,1,27,0,16,12,1
29,1,0,0,14,10,0
29,1,26,0,14,10,1
30,1,0,0,16,3,0
30,1,12,0,16,3,1
